"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
76,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c09039aa2b4","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c09039aa2b4"
77,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","ca0d2eb76ea","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ca0d2eb76ea"
78,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c7d1c66c1cd","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c7d1c66c1cd"
79,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c264de430d3","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c264de430d3"
80,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c08ab379f6a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c08ab379f6a"
81,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","cbaa9206368","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cbaa9206368"
82,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c1a2cf52a5f","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c1a2cf52a5f"
83,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c36f7d00d23","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c36f7d00d23"
84,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","cdac3853dce","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cdac3853dce"
85,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","ccf8402663a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ccf8402663a"
86,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","cf92962b7c3","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cf92962b7c3"
87,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c53986d73a1","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c53986d73a1"
88,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","ced94becd5e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ced94becd5e"
89,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","cd95ba23476","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd95ba23476"
90,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c45819c8e7d","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c45819c8e7d"
91,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c50764cfe74","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c50764cfe74"
92,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c577005edcb","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c577005edcb"
93,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c82763328b4","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c82763328b4"
94,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c1a235aa482","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c1a235aa482"
95,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c47987e16f4","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c47987e16f4"
96,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c09f4cfc140","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c09f4cfc140"
97,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","cd743bb0938","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd743bb0938"
98,10,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c1e3706cff5","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c1e3706cff5"
99,15,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c88f0882ee2","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c88f0882ee2"
100,5,"usa",1,6,"2020-10-29 04:01","2020-10-30 03:59","c2106b91d6f","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2106b91d6f"
1,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c160ef37cbf","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c160ef37cbf"
2,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2e001b930d","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2e001b930d"
3,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc07a96f9c0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc07a96f9c0"
4,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c7d0c358e28","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c7d0c358e28"
5,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cfa949ef4dc","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cfa949ef4dc"
6,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c5da65a74df","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c5da65a74df"
7,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c372759c201","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c372759c201"
8,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cd0ad6a4783","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd0ad6a4783"
9,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc95d0225ab","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc95d0225ab"
10,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce2bdf57f2e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce2bdf57f2e"
11,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ccee8951569","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ccee8951569"
12,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2ebdec8666","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2ebdec8666"
13,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c86e1d0c8db","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c86e1d0c8db"
14,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","caa79080f94","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=caa79080f94"
15,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c051d976c7b","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c051d976c7b"
16,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c0b7c244b10","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c0b7c244b10"
17,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cab721fce90","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cab721fce90"
18,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c39fb96bdc8","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c39fb96bdc8"
19,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ca5f6af1dc9","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ca5f6af1dc9"
20,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ca96adb6afd","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ca96adb6afd"
21,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c461c39a7bf","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c461c39a7bf"
22,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c75fb3b35d7","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c75fb3b35d7"
23,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c546a2dfbc9","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c546a2dfbc9"
24,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce4a22afcc6","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce4a22afcc6"
25,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c823155d98d","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c823155d98d"
26,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ca8da2f34e8","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ca8da2f34e8"
27,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c35be79fb15","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c35be79fb15"
28,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c601a7d9b9a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c601a7d9b9a"
29,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c997fafca70","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c997fafca70"
30,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c09342cfaf1","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c09342cfaf1"
31,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c35eb49c2df","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c35eb49c2df"
32,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2071817544","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2071817544"
33,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cecd828c4d1","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cecd828c4d1"
34,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c1eb519fd1e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c1eb519fd1e"
35,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2e0ab45e7f","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2e0ab45e7f"
36,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cb57c224cd6","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cb57c224cd6"
37,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c25828b787d","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c25828b787d"
38,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce032f5044f","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce032f5044f"
39,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6088958347","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6088958347"
40,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c9fe97a7460","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c9fe97a7460"
41,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c039afbbb31","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c039afbbb31"
42,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cfd063f86fc","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cfd063f86fc"
43,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cc19b0dbf81","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cc19b0dbf81"
44,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c4ace603d18","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c4ace603d18"
45,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c15f1cb2345","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c15f1cb2345"
46,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce45df33645","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce45df33645"
47,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cd9c8a60478","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cd9c8a60478"
48,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c8560357178","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c8560357178"
49,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6b32e041fa","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6b32e041fa"
50,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cf6aaea2d1e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cf6aaea2d1e"
51,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c0dab6a2e31","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c0dab6a2e31"
52,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cb14e806d1e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cb14e806d1e"
53,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c7f84cd43a0","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c7f84cd43a0"
54,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c051bc64089","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c051bc64089"
55,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ce644202ffa","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ce644202ffa"
56,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c800e12643b","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c800e12643b"
57,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","ceb2c6eb6d1","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=ceb2c6eb6d1"
58,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2e1b15cc4a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2e1b15cc4a"
59,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c6bb8ba27ad","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c6bb8ba27ad"
60,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c5a89540c5e","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c5a89540c5e"
61,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c150bd74ef5","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c150bd74ef5"
62,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","c2e900aecb9","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=c2e900aecb9"
63,80,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cac86abe5cb","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cac86abe5cb"
64,40,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cde891fb5ef","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cde891fb5ef"
65,60,"rsa",1,6,"2020-10-28 22:01","2020-10-29 21:59","cedfcf03a3a","https://w6.elicitingbeliefs.org/room/w6t1/?participant_label=cedfcf03a3a"
